c_id,is_course,name,dept,description,university,professor,related_doc_link,demo_video_link,prereq,overall_rating,overall_count,ind_user_rating,ind_user_count,est_user_rating,est_user_count,uest_user_rating,uest_user_count
CS 253 ,Yes,Advanced Compiler Design,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 254 ,Yes,Theory of Computation,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 255 ,Yes,Design and Analysis of Algorithms,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 256 ,Yes,Topics in Artificial Intelligence,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 257,Yes, Database System Principles,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 258 ,Yes,Computer Communication Systems,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 259 ,Yes,Advanced Parallel Processing,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 262,Yes, Randomized Algorithms and Applications,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 263 ,Yes,Information Security I,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 264,Yes, Information Security II,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 265 ,Yes,Cryptography and Computer Security,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 266 ,Yes,Topics in Information Security,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 267 ,Yes,Topics in Database Systems,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 268 ,Yes,Topics in Wireless Mobile Networking,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 274,Yes, Topics in XML and Web Intelligence,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 280 ,Yes,Graduate Individual Studies,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 286 ,Yes,Advanced Topics in Computer Science,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CS 297 ,Yes,Preparation for Writing Project or Thesis,Computer Science,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 008,Yes, Plane Surveying,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 020 ,Yes,"Engineering Graphics, CAD and Programming",Civil Engineering,,San Jose State University,,,,,4,2,4,2,0,0,0,0
CE 095 ,Yes,Theory and Application of Statics,Civil Engineering,,San Jose State University,,,,,4,2,4,2,0,0,0,0
CE 099,Yes, Introductory Statics,Civil Engineering,,San Jose State University,,,,,4,2,4,2,0,0,0,0
CE 105 ,Yes,Professional Design I,Civil Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
CE 112 ,Yes,Mechanics of Materials,Civil Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
CE 113 ,Yes,Mechanics of Materials Laboratory,Civil Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
CE 120 ,Yes,Construction Materials Laboratory,Civil Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
CE 121,Yes, Transportation Engineering,Civil Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,1
CE 122 ,Yes,Traffic Engineering,Civil Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
CE 123 ,Yes,Highway and Street Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 130 ,Yes,Civil Engineering Economic Analysis,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 131,Yes, Introduction to Construction Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 132,Yes, Construction Methods and Equipment,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 133 ,Yes,Construction Structures,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 134 ,Yes,Project Management for Construction,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 140 ,Yes,Soil Mechanics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 141 ,Yes,Foundation Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 142 ,Yes,Construction Dewatering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 150 ,Yes,Introduction to Hydrology and Hydraulics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 152 ,Yes,Engineering Hydrology,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 153,Yes, Groundwater Flow and Transport,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 154,Yes, Hydraulic Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 160,Yes, Structural Analysis,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 161 ,Yes,Indeterminate Structural Analysis,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 162,Yes, Structural Concrete Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 163 ,Yes,Design of Steel Structures,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 164 ,Yes,Design of Wood Structures,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 165 ,Yes,Earthquake Resistant Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 170 ,Yes,Principles of Environmental Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 171 ,Yes,Environmental Engineering Analysis and Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 172,Yes, Solid Waste Management Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 173,Yes, Engineering for Sustainable Environment,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 174,Yes, Design of Water Distribution and Wastewater Collection Systems,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 180 ,Yes,Individual Studies,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 181 ,Yes,Civil Engineering Systems,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 190 ,Yes,Numerical Solutions of Civil Engineering Problems,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 192,Yes, Probabilistic Models for Civil Engineering Decisions,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 210,Yes, Advanced Mechanics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 212 ,Yes,Structural Dynamics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 216 ,Yes,Finite Elements with Civil Engineering Applications,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 220 ,Yes,Rigid and Flexible Pavement Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 221 ,Yes,Advanced Highway Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 222 ,Yes,Transportation Engineering Planning,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 223 ,Yes,Airport Planning and Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 224 ,Yes,Traffic Operations,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 225 ,Yes,Public Transportation Systems,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 226 ,Yes,Topics in Transportation Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 230 ,Yes,Construction Project Development,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 232,Yes, Construction Estimating and Cost Analysis,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 233 ,Yes,Construction Management,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 234 ,Yes,Construction Law,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 235,Yes, Information Systems in Construction Management,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 236 ,Yes,Construction Operations Analysis,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 237 ,Yes,Sustainable Construction,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 238 ,Yes,Advanced Construction Project Management,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 239 ,Yes,Information Technology in Construction,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 240 ,Yes,Advanced Soil Mechanics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 241 ,Yes,"Groundwater, Seepage and Drainage Control",Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 242 ,Yes,Experimental Soil Mechanics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 243 ,Yes,Advanced Foundation Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 244 ,Yes,Earth Structures,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 245,Yes, Geotechnical/Structural Seminar,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 246 ,Yes,Soil Dynamics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 250,Yes, Modeling in Water Resources Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 251 ,Yes,Hydraulics of Open Channels,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 252 ,Yes,Advanced Hydrology,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 253,Yes, Advanced Hydraulics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 254,Yes, Water Resources Systems Management,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 255 ,Yes,Sediment Transport,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 256 ,Yes,Sustainable Water Resources Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 258 ,Yes,GIS Applications in Water Resources Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 260,Yes, Matrix Analysis of Structures,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 261 ,Yes,Advanced Structural Concrete Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 264,Yes, Prestressed Concrete Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 265,Yes, Advanced Seismic Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 267 ,Yes,Advanced Steel Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 269 ,Yes,Advanced Topics in Structural Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 270,Yes, Environmental Engineering Process Kinetics,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 271 ,Yes,Physical/Chemical Processes in Environmental Pollution Control,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 272,Yes, Biological Processes in Environmental Pollution Control,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 273 ,Yes,Water Treatment and Plant Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 274 ,Yes,Wastewater Treatment and Plant Design,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 275 ,Yes,Industrial and Hazardous Waste Management and Treatment,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 276 ,Yes,Management and Reuse of Process Solids,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 277 ,Yes,Environmental Sustainability,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
CE 279,Yes,Special Topics in Environmental Engineering,Civil Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 015,Yes, Empower MAE Students,Mechanical Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,0
ME 019 ,Yes,Graphics for Engineers,Mechanical Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
ME 020 ,Yes,Design and Graphics,Mechanical Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,0
ME 030 ,Yes,Computer Applications,Mechanical Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
ME 040 ,Yes,Product Design & Manufacturing,Mechanical Engineering,,San Jose State University,,,,,2,2,2,2,0,0,0,0
ME 041 ,Yes,Machine Shop Safety,Mechanical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
ME 042 ,Yes,Manufacturing and Machine Shop Projects and Practices,Mechanical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
ME 101,Yes, Dynamics,Mechanical Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
ME 106 ,Yes,Fundamentals of Mechatronics Engineering,Mechanical Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,0
ME 109,Yes, Heat Transfer in Electronics,Mechanical Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
ME 110 ,Yes,Manufacturing Processes,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 111 ,Yes,Fluid Mechanics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 113 ,Yes,Thermodynamics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 114 ,Yes,Heat Transfer,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 130 ,Yes,Applied Engineering Analysis,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 135,Yes, Introduction to Composite Materials,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 136 ,Yes,Design for Manufacturability,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 140 ,Yes,Green & Sustainable Product Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 141,Yes, Product Design III,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 145 ,Yes,Electronic Packaging and Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 147 ,Yes,Dynamic Systems Vibration and Control,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 149 ,Yes,Engineering Acoustics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 154 ,Yes,Mechanical Engineering Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 157 ,Yes,Mechanical System Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 160 ,Yes,Introduction to Finite Element Method,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 165,Yes, Computer-Aided Design in Mechanical Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 167 ,Yes,Introduction to Engineering Biomechanics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 168,Yes, Microfluidics Fabrication and Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 169,Yes, Microelectromechanical Systems Fabrication and Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 170 ,Yes,Solar Energy Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 172 ,Yes,Alternative and Renewable Energy Resources,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 180,Yes, Individual Studies,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 182 ,Yes,Thermal Systems Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 183,Yes, HVAC Systems Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 184 ,Yes,High Vacuum Systems Engineering with Applications,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 186,Yes, Automotive Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 187,Yes, Automatic Control Systems Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 188 ,Yes,Introduction to Hard Disk Drive Technology,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 189,Yes, Design and Manufacture of Microsystems,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 190 ,Yes,Mechatronics System Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 192,Yes, Robotics and Manufacturing Systems,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 195A Senior Design Project I,Yes,,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 195B Senior Design Project II,Yes,,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 197 Cooperative Education Project,Yes,,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 198 ,Yes,Technology and Civilization,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 199 ,Yes,Special Topics in Mechanical Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 200 ,Yes,Thermal/Fluids Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 210 ,Yes,Advanced Thermodynamics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 223 ,Yes,Gas Dynamics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 230,Yes, Advanced Mechanical Engineering Analysis,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 240 ,Yes,Rigid Body Dynamics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 243 ,Yes,Vibration of Mechanical Systems,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 244 ,Yes,Modal Analysis Theory and Applications,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 250 ,Yes,Precision Machine Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 260 ,Yes,Applied Stress Analysis,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 265 ,Yes,Computer-Aided Mechanical Engineering Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 267 ,Yes,Engineering Biomechanics,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 270 ,Yes,Numerical Methods in Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 273,Yes, Finite Element Methods in Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 274 ,Yes,Advanced Finite Element Methods In Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 280 ,Yes,Automatic Control Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 281 ,Yes,Advanced Control System Design,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 283,Yes, Automatic Control of Manufacturing Processe,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 284 ,Yes,Sensor Technology and Principles,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
ME 285,Yes, Mechatronic Systems Engineering,Mechanical Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 267 ,Yes,Space Systems Engineering,Aerospace Engineering,,San Jose State University,,,,,4,2,4,2,0,0,0,0
AE 269,Yes, Aerospace Structures,Aerospace Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
AE 270 ,Yes,Introduction to Composite Materials,Aerospace Engineering,,San Jose State University,,,,,2,2,2,2,0,0,0,0
AE 271 ,Yes,Rigid Body Dynamics,Aerospace Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
AE 275 ,Yes,Aerodynamics I,Aerospace Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
AE 110 ,Yes, Aerodynamics II,Aerospace Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
AE 114,Yes,Compressible Flow,Aerospace Engineering,,San Jose State University,,,,,3,2,3,2,0,0,0,0
AE 135 ,Yes,Aerospace Flight Mechanics,Aerospace Engineering,,San Jose State University,,,,,0.6,1,0,0,0,0,0.6,1
AE 140 ,Yes, Aerospace Propulsion,Aerospace Engineering,,San Jose State University,,,,,0.9,1,0,0,0.9,1,0,0
AE 160 ,Yes, Aerospace Vehicle Dynamics and Control,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 162,Yes, Computational Fluid Dynamics,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 164 ,Yes,Aircraft Design I,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 165 ,Yes, Aircraft Design II,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 167,Yes,Spacecraft Design I,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 168,Yes, Spacecraft Design II,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 169,Yes, Individual Studies,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 171A ,Yes,Technology and Civilization,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 171B,Yes,Advanced Space Systems Engineering,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 172A ,Yes,Spacecraft Payload Sensors,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 172B,Yes,Orbital Mechanics and Mission Design,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 180,Yes,Advanced Astrodynamics,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 198 ,Yes,Spacecraft Dynamics and Control,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 210 ,Yes,Advanced Aircraft Stability and Control,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 222 ,Yes,Advanced Structures and Materials,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 242 ,Yes, Advanced Aerodynamics,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 243 ,Yes,Advanced Compressible Flow,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 245 ,Yes,Space Propulsion Systems,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 246 ,Yes, Advanced Computational Fluid Dynamics,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 250 ,Yes,Spacecraft Thermal Systems,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 262,Yes,Advanced Aircraft Design,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
AE 264 ,Yes,Spacecraft Power Systems,Aerospace Engineering,,San Jose State University,,,,,0,0,0,0,0,0,0,0
101,Yes, Introduction to Civil Engineering and Construction Engineering Management (1),Civil Engineering,,California State University-East Bay,,,,,5,3,5,3,0,0,0,0
130,Yes,Surveying and Mapping (1),Civil Engineering,,California State University-East Bay,,,,,5,4,5,4,0,0,0,0
130L,Yes,Surveying and Mapping Laboratory (1),Civil Engineering,,California State University-East Bay,,,,,4,2,4,2,0,0,0,0
200,Yes,Materials for Civil Engineering (2),Civil Engineering,,California State University-East Bay,,,,,3,2,3,2,0,0,0,0
205,Yes,Analytical Mechanics I (Statics) (3),Civil Engineering,,California State University-East Bay,,,,,2,2,2,2,0,0,0,0
206,Yes, Computer Programming and Civil Engineering Applications I (2),Civil Engineering,,California State University-East Bay,,,,,3,2,3,2,0,0,0,0
326,Yes, GIS Laboratory for Civil Engineers (1),Civil Engineering,,California State University-East Bay,,,,,3,2,3,2,0,0,0,0
335,Yes, Fluid Mechanics (3),Civil Engineering,,California State University-East Bay,,,,,3,2,3,2,0,0,0,0
336,Yes, Fluid Mechanics Laboratory (1),Civil Engineering,,California State University-East Bay,,,,,0.6,1,0,0,0,0,0.6,1
345,Yes,Geotechnical Engineering I (3),Civil Engineering,,California State University-East Bay,,,,,0.9,1,0,0,0.9,1,0,0
364,Yes,Environmental Engineering I Fundamentals (3),Civil Engineering,,California State University-East Bay,,,,,3,2,3,2,0,0,0,0
405,Yes,Selected Topics in Civil Engineering (3),Civil Engineering,,California State University-East Bay,,,,,3,2,3,2,0,0,0,0
370,Yes, Analytical Mechanics (3),Civil Engineering,,California State University-East Bay,,,,,0.6,1,0,0,0,0,0.6,1
404,Yes, Laboratory Techniques (1),Civil Engineering,,California State University-East Bay,,,,,0.9,1,0,0,0.9,1,0,0
406l.,Yes,Project Cost-Benefit Analysis (3),Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
407,Yes, Probability and Statistics in Civil Engineering (2),Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
426,Yes, Transportation Engineering,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
427,Yes,Highway Engineering Materials (,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
429,Yes,Traffic Engineering,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
435,Yes, Hydrology and Water Resources Engineering,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
437,Yes,Engineering Hydraulics,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
438,Yes,Hydraulic Engineering Design I,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
439,Yes, Fundamentals of Groundwater Flow and Contaminant Transport (3),Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
445,Yes,Geotechnical Engineering,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
446,Yes,Geotechnical Projects,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
455,Yes,Structural Steel Design ,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
456,Yes,Timber Design,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
457,Yes,Reinforced Masonry Design,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
458,Yes,Structural Analysis ||,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
459.I,Yes,Reinforced Concrete Design ,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
464,Yes,Environmental Engineering II Unit Processes ,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
466,Yes, Environmental Systems Design ,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
